headlines,date
Market Chatter: Oracle Leading Anti-Amazon Lobby Effort in Contract Bid,04-13-18
Amazon.com to Webcast First Quarter 2017 Financial Results Conference Call,04-13-17
Amazon.com to Webcast First Quarter 2015 Financial Results Conference Call,04-13-15
"Jefferies hikes Amazon target to $465, sees fulfillment edge",04-14-15
Amazon.com to Webcast First Quarter 2016 Financial Results Conference Call,04-14-16
Spotify -3.5% on Amazon competition - Billboard,04-15-19
"Report: Developing Opportunities within Amazon, Walmart, Extreme Networks, Ciena, Nova Measuring Instruments, and Maiden — Future Expectations, Projections Moving into 2019",04-15-19
Amazon is Making Season One of Orphan Black Free to Watch This Friday Only—No Prime Membership Required,04-15-15
Add Amazon ahead of Q1 print - Barclays,04-15-19
"Market Chatter: Spotify Down 4% on Amazon Reportedly Launching Free, Ad-Supported Music Streaming Service",04-15-19
Market Chatter: Amazon Being Talked up at Barclays Before Quarterly Results,04-15-19
Supreme Court to take up online sales taxes this week,04-16-18
Partner Communications To Give Customers Access to Amazon Prime Video,04-16-18
"Consolidated Research: 2018 Summary Expectations for Amazon, Rayonier, The Boeing, Sanchez Energy, AbbVie, and American Airlines Group — Fundamental Analysis, Key Performance Indications",04-16-18
"Amazon Publishing Brings Together Bestselling and Award-Winning Authors Blake Crouch, N. K. Jemisin, Veronica Roth, Amor Towles, Paul Tremblay, and Andy Weir for a Sci-Fi Short Story Collection",04-16-19
Easing Geopolitical Risks Props Up Stock Futures,04-16-18
Amazon is coming to a movie theater near you,04-16-16
Alphabet starts 2019 with strong U.S. spending - OTR,04-16-19
Midday Update: U.S. Stocks Rally as Geopolitical Tensions Ebb,04-16-18
CNBC: Amazon kills plan to sell drugs to hospitals,04-16-18
Market Chatter: Drug Store Stocks Rally as Amazon Ditches Plans to Enter Pharmacy Business,04-16-18
Sector Update: Consumer Stocks Outperform in Monday Market,04-16-18
Eyes on the cloud computing sector,04-17-18
NY Post: Amazon might be interested in BJ's Wholesale,04-17-17
Amazon eyes deal with Azul,04-17-18
Market Chatter: Amazon.com In Talks With Brazil Airline Azul on In-Country Deliveries,04-17-18
Sector Update: Tech,04-17-18
Gig Economy's Rising Popularity Proving Unstoppable Value for Human Capital,04-17-18
"Colm Feore Performs Prime Minister Justin Trudeau’s Autobiography, Common Ground, for Audible",04-17-18
"In Celebration of World Book Day, AmazonCrossing Aims to Connect One Million Readers with Kindle Books in Translation",04-17-18
Wil Wheaton and Amber Benson Return to Perform John Scalzi’s Head On for Audible,04-17-18
Sector Update: Technology Stocks Higher in Pre-Market; Amazon Seen in Talks with Azul for Shipping Goods in Brazil,04-17-18
Amazon and Google IP addresses caught in Russian Telegram block,04-17-18
Market Chatter: Amazon.com May be Interested in BJ's Wholesale Club,04-17-17
"Analyst Actions: Credit Suisse Reiterates Amazon.com Outperform Rating; Lifts PT to $1,050 from $900",04-17-17
Stocks Rally in US With Nasdaq Outperforming as Netflix Bolsters FANG Stocks,04-17-18
Reuters: Supreme Court uncertain on e-commerce tax decision,04-17-18
Stocks Strengthen in US as Quarterly Earnings Come Into Focus,04-17-17
Sector Update: Strong Rally for Technology Stocks,04-17-18
CNBC: Facebook building entry to voice assistants,04-17-19
Amazon exiting Chinese marketplace sales - Reuters,04-17-19
"Amazon roundup: Whole Foods rewards end, sci-fi series could join content order",04-17-18
Market Chatter: Facebook Said to be Working on Producing Voice Assistant to Rival Amazon's Alexa,04-17-19
Market Chatter: Amazon.com Will Reportedly Shut Down Chinese Marketplace by Mid-July,04-17-19
Sector Update: Big Jump for Consumer Discretionary Stocks Today,04-17-18
"Sector Update: Tech Stocks Rebound, Lifting Broader Markets Higher",04-17-18
Market Chatter: Amazon.com-backed Rivian Rejects Partnership with GM But Seemingly Thriving On Its Own,04-17-19
MTNewswires After-Hours News Movers,04-17-19
Amazon.com targets Netflix with stand-alone Prime Video option,04-17-16
Amazon reaches out to global customers,04-18-18
Amazon.com Launches International Shopping Service Via Mobile App - Shares Up 1% Pre-Bell,04-18-18
HSBC and Walmart Establish Sustainable Supply Chain Financing Program,04-18-19
Amazon and Best Buy Announce Exclusive Multi-Year Partnership to Offer New Fire TV Edition Smart TVs,04-18-18
Amazon Enters Multi-Year Deal with Best Buy to Offer Fire TV Edition Smart TVs,04-18-18
Sainsbury's Steps Up Hiring Digital Experts as Competition for British Online Shoppers Intensifies,04-18-16
"--Amazon.com Reportedly Will End Online Marketplace Presence in China, Focus on Domestic Market",04-18-19
Amazon and Best Buy to sell TVs together,04-18-18
Online players help lift retail sales tally for March,04-18-19
Amazon and Google Announce Official YouTube Apps to Launch on Fire TV; Prime Video App Coming to Chromecast and Android TV,04-18-19
Thandie Newton’s Performance of Jane Eyre Now Available at Audible,04-18-16
YouTube returning to Amazon products,04-18-19
Market Chatter: Amazon Gains 1% - Launches Stand-Alone Video Streaming Service,04-18-16
United Parcel Service to Launch Deals Site Offering Discounts at Certain Retail Outlets,04-18-18
"Amazon, Google Streaming Apps Arriving on Each Other's Platforms",04-18-19
Sector Update: Consumer Stocks Broadly Higher This Afternoon; Hasbro Jumps to Record High After Reporting Q1 Results,04-18-16
Roku Shares Sink After Amazon-Best Buy TV Partnership,04-18-18
Market Chatter: Amazon Awarded Patent for On-Demand Apparel Manufacturing,04-18-17
Spotify gains as Amazon soft launches competitor,04-18-19
Sector Update: Consumer Discretionary Shares Keep Adding to Gains; Christopher & Banks Add Casualwear Specialist to Board Seat,04-18-16
Amazon.com Launches Free Streaming Music on Alexa,04-18-19
MTNewswires After-Hours Movers,04-18-19
Amazon.com Cites More Than 100 Mln Paid Prime Members Globally Among Achievements,04-18-18
Shareholder letter: Amazon.com tops 100M Prime members,04-18-18
"Credit Suisse expecting big upside from Facebook, Amazon, Google",04-18-16
Amazon in line to sell e-books to NYC schools,04-19-16
Now Anyone Can Create Their Own Personalized Alexa Skill in Just Minutes,04-19-18
"Amazon Studios Greenlights Utopia, Signs Gillian Flynn to Overall Deal",04-19-18
Dunkin’ Brands Selects AWS as its Cloud Infrastructure Provider,04-19-17
Dunkin' Brands Selects Amazon's AWS as Cloud Infrastructure Provider; Shares Edge Higher,04-19-17
UK Lost Up to $1.9 Bln in Tax Revenue in 2015-16 on Online Sellers Outside EU Not Charging VAT,04-19-17
Amazon Web Services Announces Two New Low-Cost HDD-Backed Storage Options for Amazon Elastic Block Store,04-19-16
Amazon Web Services Makes Amazon Inspector Available to All Customers,04-19-16
HERE Names AWS as its Preferred Cloud Provider,04-19-17
AWS Makes Amazon Lex Available to all Customers,04-19-17
"AWS Announces Amazon DynamoDB Accelerator, Delivering Up to 10X Faster Query Performance",04-19-17
AWS Launches Amazon Redshift Spectrum,04-19-17
US Stocks Mixed as Nasdaq Retreats Amid Lackluster Earnings,04-19-16
"Amazon.com Launches Redshift Spectrum, DynamoDB Accelerator, and Lex For All Customers",04-19-17
"At event, Amazon.com launches several new cloud services",04-19-16
Amazon carves out more apparel market share,04-19-18
Amazon to shake up Aussie retail,04-20-17
"Audible Releases Lewis Black: the Rant is Due, an Original Comedy Series That Transforms the Public’s Frustrations into Hilarious Tirades",04-20-17
"Technical Commentary on Internet Retail Stocks - Vipshop Holdings, Amazon.com, Expedia, Netflix, and E-Commerce China Dangdang",04-20-15
Wayfair in the M&A spotlight,04-20-17
"S&P 500 Posts 0.5% Weekly Gain, Led by Energy, Industrials, Consumer Discretionary; Consumer Staples Weigh",04-20-18
"Amazon to Open Sixth Texas Fulfillment Center; Company will Create 1,000 Full-Time Jobs at New Site in Haslet",04-20-16
Amazon wins contract to sell e-books to NYC schools,04-21-16
"Amazon to Create More than 2,500 Full-Time Jobs at Three Additional New Jersey Fulfillment Centers",04-21-17
"Amazon.com to Open Three New Fulfillment Centers In New Jersey, Adding 2,500 Jobs",04-21-17
Fastly files $100M IPO,04-21-19
"Fire, Amazon’s Fastest-Selling Tablet Ever, Adds Colors and More Storage",04-21-16
Amazon Launches Fire Tablet With Higher Internal Storage - Shares Inch Up,04-21-16
Market Chatter: Amazon.com Slips as UK Criticizes Co Over Lack of Drones Safety Guidance: Bloomberg,04-22-16
Apple spending $30M/month on AWS,04-22-19
AWS launches new blockchain templates,04-22-18
"Analyst Actions: Wedbush Sees Amazon.com Q1 Profit Upside, Reaffirms Outperform, PT $2,000 - Stock Up 1%",04-22-19
Market Chatter: Apple Spending More Than $30 Mln Per Month on Amazon Web Services,04-22-19
Close Update: Major Stock Indexes Close Little Changed,04-22-19
Notable earnings after Thursday’s close,04-22-15
Walmart closes in on India's Flipkart,04-23-18
Amazon expands partnership with French retail chain,04-23-19
"Amazon, French Supermarket Chain Operator Casino Expand Tie-Up",04-23-19
Walmart Reportedly Close to Acquiring Majority of India's Flipkart,04-23-18
"Groupe Casino, Amazon Expand Partnership With Deal to Place 1,000 Delivery Lockers Across France",04-23-19
Key for Garage Available Starting Today,04-23-19
Bloomberg: Amazon secretly working on domestic robots,04-23-18
Liberty Global Establishes Prime Video Partnership with Amazon; Liberty Shares Gain Pre-Bell,04-23-19
Liberty Global bringing Amazon Prime Video to Virgin Media,04-23-19
Amazon launches Key for Garage,04-23-19
Stock Move: Kohl's Surges Jumps After Expanding Amazon Returns Program; Amazon Receives Kohl's Warrant,04-23-19
Kohl's Shares Rally as Retailer Expands Amazon Returns Program Throughout All Locations,04-23-19
Sector Update: Consumer Discretionary Stocks Outpacing Most Other Sectors,04-23-19
"Automatic, AWS bring connectivity to Ford vehicles",04-23-19
Amazon.com Launches Direct-to-Garage Delivery in 50 Cities,04-23-19
Amazon center remodels hit thousands of workers,04-23-19
"Ford, Autonomic, & Amazon Web Services Partner to Advance Vehicle Connectivity and Mobility Experiences",04-23-19
Market Chatter: Amazon to Shuffle Thousands of Workers to Remodel Facilities,04-23-19
"Sector Update: Gap Between Consumer Staple, Discretionary Stocks Widens This Afternoon",04-23-19
Amazon.com Announces First Quarter Sales up 15% to $22.72 Billion,04-23-15
"Amazon beats estimates, guides in-line",04-23-15
"S&P, Nasdaq Close at Record Highs, Boosted by Strong Earnings Reports",04-23-19
After Hours Gainers / Losers,04-23-15
Amazon tops $415; $265M AWS op. profit reported,04-23-15
Amazon Introduces Shopping App for Apple Watch,04-24-15
"Amazon Expands Grocery Delivery from Whole Foods Market to Denver, Sacramento and San Diego",04-24-18
"Buckle Up, Prime Members: Amazon Launches In-Car Delivery",04-24-18
Amazon.com Maintains History of Adding to Earnings-Driven After-Hours Trade in Next Day's Regular Session,04-24-19
"Amazon teams with GM, Volvo for in-trunk deliveries",04-24-18
ESports Taking Media Content Opportunities to New Levels Along With Booming Growth Potentials,04-24-18
Vertafore Selects AWS as its Preferred Cloud Provider,04-24-19
Pom Klementieff Receives An IMDb STARmeter Award on the Set of “The IMDb Show”,04-24-18
Amazon Launches Self-Service Marketplace for Subscription Providers,04-24-17
Premarket Gainers / Losers as of 9:15 am,04-24-15
Amazon begins to market PillPack,04-24-19
Analyst Actions: Wedbush Morgan Reiterates Amazon.com Outperform Rating; Lifts PT to $1250 from $900,04-24-17
Why Amazon's considering home shopping buy; health partnership selecting CEO,04-24-18
"Amazon.com Starts Two-Hour Delivery Service of Whole Foods Products in Denver, Sacramento, San Diego",04-24-18
"Amazon +15%; 3 upgrades arrive, JPMorgan values AWS at $66B",04-24-15
"Amazon Renews Prime Original, Tom Clancy’s Jack Ryan, for Second Season on Prime Video Ahead of August 31 Global Series Debut, from Paramount Television, Skydance Television and Platinum Dunes",04-24-18
Market Chatter: Amazon Starts Marketing PillPack Pharmaceutical Delivery Service,04-24-19
Amazon tests knockoff removal program - The Information,04-24-19
"Cloud Sector Strength in Focus for Microsoft, Amazon While Cyber Security Benefits, Wedbush Says",04-24-19
Market Chatter: Amazon Interested in Buying Home Shopping Channel Evine Live,04-24-18
Market Chatter: Amazon.com Said to be Working on Program to Remove Patient-Violating Knock-Offs Quickly & Cheaper,04-24-19
"Amazon Starts In-Car Deliver in Partnership With GM, Volvo",04-24-18
Market Chatter: Amazon Alexa Review Team May Easily Track Down Home Addresses of Users,04-24-19
"Equities Skid in US Session as Dow Hits Two-Week Low on Earnings, Bond Jitters",04-24-18
"US Stocks Join Global Rally After French Election, Nasdaq Hits All-Time High",04-24-17
AWS Launches New Region in Hong Kong,04-24-19
OPTIONS: Straddle Prices for Stocks Expected to Report Results This Week,04-25-19
Introducing Amazon FreeTime on Alexa—An All-New Alexa Experience Built from the Ground Up for Kids,04-25-18
"Audible Announces Stan Lee’s Alliances: A Trick of Light, Premiering on June 27th and Available for Preorder Today",04-25-19
Amazon Echos getting kid-friendly update; investors circle Amazon sellers,04-25-18
"Analyst Actions: Amazon.com Cut to Market Perform from Outperform at Raymond James, Price Target Removed",04-25-17
Amazon teases Fire Cube TV,04-25-18
"Amazon.com Slides Slightly as It Introduces Alexa Kid's Edition, Family-Friendly Features",04-25-18
"Data problem leads NYSE to suspend trading for day in AMZN, GOOG, others",04-25-18
Amazon.com Clings to Historical Trade of Posting Wider Follow-on Moves After Post-Market Earnings Reports,04-25-18
"Earnings Reaction History: Amazon.com, Inc., 18.2% Follow-Through Indicator, 4.4% Sensitive",04-25-19
"Watch profit, AWS in Amazon Q1 print",04-25-19
Amazon.com Announces First Quarter Sales up 17% to $59.7 Billion,04-25-19
Amazon.com Q1 Earnings Surge; Sales Meet -- Shares Higher After-Hours,04-25-19
Notable earnings after Thursday’s close,04-25-18
MTNewswires After-Hours News Movers,04-25-19
Amazon's core Prime getting one-day shipping - earnings call,04-25-19
WSJ: Speaker maker Sonos files confidentially for IPO,04-25-18
"--Analyst Actions: Wedbush Boosts Price Target on Amazon.com to $2,350 From $2,000, Maintains at Outperform",04-26-19
Analysts adjust Amazon targets after earnings smasher,04-26-19
Amazon Canada and The Walrus Unveil Shortlist for the 43rd Annual First Novel Award,04-26-19
Audible Releases Alien: River of Pain,04-26-17
Amazon Launches Prime Now Restaurant Delivery in San Francisco,04-26-16
"Alien: Out of the Shadows, Original Audio Drama Inspired by the Blockbuster Film Franchise, Now Available at Audible",04-26-16
Amazon FreeTime Unlimited Adds New Content Lineup for Kids Ages 9-12,04-26-16
Longs Catch the Better Historical Trade off Amazon.com's Post-Market Earnings Reports,04-26-17
"Amazon.com, Terex Corporation, JetBlue, LinkedIn, and Time Warner Cable and more offer option-trading opportunities that offer returns of more than 10%",04-26-16
"--Analyst Actions: Credit Suisse Raises Outperform-Rated Amazon.com's Price Target to $2,200 as Company Cuts Shipping Time",04-26-19
Amazon launching Hi-Fi music service,04-26-19
"--Analyst Actions: Oppenheimer Raises Amazon Price Target to $2,100 From $2,085, Reiterates Outperform Rating",04-26-19
Amazon in talks to join Sinclair's regional sports bid - New York Post,04-26-19
"Analyst Actions: Barclays Lifts Amazon.com's Price Target to $2,050 From $1,930, Reiterates Overweight Rating",04-26-19
"Analyst Actions: BofA Merrill Lynch Lifts Amazon's Price Target to $2,300 From $2,100, Reiterates Buy Rating",04-26-19
"Analyst Actions: Aegis Lifts Amazon.com's Price Target to $2,250 From $2,225, Reiterates Buy Rating",04-26-19
"Amazon.com Launches Prime Now One-Hour Delivery Service in San Francisco, CA",04-26-16
Market Chatter: Amazon May Join Sinclair in Bid for Fox's Regional Sports Networks,04-26-19
"Amazon launches home security services; Alexa gains memory, more conversations",04-26-18
"Target, Walmart Shares Slump as Amazon Moves to Make One-Day Shipping the Standard for Prime Members",04-26-19
Amazon.com Announces First Quarter Sales up 43% to $51.0 Billion,04-26-18
"Amazon.com Posts Year-Over-Year Surge in Q1 Results, Tops Expectations - up 8% in Early After-Hours",04-26-18
"Equities Close Higher as Strong GDP Growth Offsets Weak Exxon Results, Intel Forecast",04-26-19
Notable earnings after Thursday’s close,04-26-17
After Hours Gainers / Losers (04/26/2018),04-26-18
MT Newswires After-Hours News Movers,04-26-18
Amazon.com to increase U.S. Prime membership fee 20%,04-26-18
Amazon.com seals two-year Thursday NFL deal for $65M/year,04-26-18
Reuters: Amazon.com seals two-year Thursday NFL deal for $65M/year,04-26-18
Amazon Honors World Book Day with Global Free Library Events in Twelve Countries Around the World,04-27-17
Amazon.com Expected to Swing to First-Quarter Adjusted Profit,04-27-16
OPTIONS: Straddle Prices for Companies Reporting Financial Results this Week,04-27-17
"Amazon Expanding in New Jersey, Company to Open Two New Fulfillment Centers",04-27-16
"Analyst Actions: Amazon.com Price Target From Wedbush Raised to $1,800 From $1,750; Outperform Maintained",04-27-18
"Amazon to Open New Pickup Location at California State University, Long Beach",04-27-16
"Amazon Can Continue to Deliver 'Substantial' Earnings as Segments Drive Steady Growth, Wedbush Says",04-27-18
"Analyst Actions: Amazon.com Price Target From RBC Boosted to $1,900 From $1,700; Outperform Reiterated",04-27-18
MT Newswires' Opening Bell Momentum Stocks: AMZN,04-27-18
Premarket Gainers as of 9:05 am (4/27/2018),04-27-18
"Critical Alerts For Alibaba, Amazon.com, Virgin America, Credit Suisse and Eastman Kodak Released By InvestorsObserver",04-27-15
"Analyst Actions: Amazon.com Price Target Lifted to $1,700 from $1,550 at Morgan Stanley, Overweight Rating Retained",04-27-18
--Amazon.com Rallies 8% to Record High on Strong Q1 Results,04-27-18
Papa Murphy's Adds Delivery From Amazon Restaurants,04-27-17
Analysts up Amazon price targets after stellar earnings,04-27-18
Walmart teases one-day free shipping,04-27-19
"Amazon To Open Two Fulfillment Centers in NJ, Pick-Up Location at Cal State",04-27-16
"Wall Street Digests Upbeat Earnings, Mixed Data with Another Drop in Oil",04-27-17
CNET: Amazon pursuing launch of Echo device with video screen,04-27-17
Midday Update: Tech Rally Fizzles as Nasdaq Returns Early Gains,04-27-18
"Midday Update: Wall Street Surrenders Gains on Oil's Slide, Putin's Warning on N. Korea",04-27-17
"Analyst Actions: Oppenheimer Boosts Amazon.com Price Target to $1,750, Keeps at Outperform - Stock Jumps 4%",04-27-18
Longs Catch the Better Historical Trade off Amazon.com's Post-Earnings Performance,04-27-16
Market Chatter: Amazon.com Rises - Reports Speculate Next Version of Echo Could Come With Touch Screen,04-27-17
Amazon.com Liable for Unauthorized App Purchases by Children,04-27-16
"Analyst Actions: Barclays Ups Amazon.com Price Target to $1,700, Keeps at Overweight - Stock Up 4%",04-27-18
Amazon.com Announces First Quarter Sales up 23% to $35.7 Billion,04-27-17
"Amazon beats by $0.35, beats on revenue",04-27-17
"Amazon.com Tops Q1 Expectations, Q2 Sales Guidance Straddles Street View - up 4% After-Hours",04-27-17
Amazon sales outpace estimates,04-27-17
Close Update: Nasdaq Sets Record High as Tech Sector Dominates,04-27-17
"Equities End Choppy US Session With Mixed Results as Dow Slides, S&P 500 Firms",04-27-18
MT Newswires After-Hours News Movers,04-27-17
"Introducing Amazon Business: Everything You Love About Amazon, For Your Business",04-28-15
Amazon Business Ignites More B2B Customers for Sellers,04-28-15
"Technical Reports on Catalog and Mail Order Houses Stocks -- Vipshop, Amazon.com, QVC Group, and Wayfair",04-28-17
OPTIONS: Straddle Prices for Companies Reporting Financial Results this Week,04-28-16
Amazon to Open New Pickup Location Near University of Connecticut,04-28-16
"--Analyst Actions: RBC Boosts Price Target on Amazon.com to $1,100 From $900, Reiterates Outperform Rating",04-28-17
Stock Futures Hug Flatline Ahead of Q1 GDP,04-28-17
Alexander Skarsgård Receives the IMDb STARmeter Award at the Tribeca Film Festival,04-28-19
Amazon’s Whispercast Now Used in More Than 130 of the 250 Largest School Districts and 24 of the 30 Largest Universities in the U.S.,04-28-15
Stock Futures Cling to Slim Gains As Q1 GDP Disappoints,04-28-17
Nasdaq Backs Off Record High as Q1 GDP Slows,04-28-17
"Stocks Retreat on Slower Economic Growth, Rekindled Geopolitical Pressures",04-28-17
"Earnings Reaction History: Amazon.com, Inc., 30.0% Follow-Through Indicator, 9.2% Sensitive",04-28-16
Market Chatter: Amazon.com Said to Have Evaded EUR130 Mln in Taxes in Italy,04-28-17
Analyst Actions: Pacific Crest Downgrades Amazon.com to Sector Weight,04-28-17
Amazon.com Announces First Quarter Sales up 28% to $29.1 Billion,04-28-16
"Amazon Swings to Better-than-Expected Q1 Profit, Revenues Top Views; Sees Q2 Sales In Line - Shares Jump",04-28-16
S&P 500 Gains 1.5% on Week as Technology Sector Leads Broad Climb Amid Better-Than-Expected Q1 Results,04-28-17
MT Newswires After Hours News Movers,04-28-16
"MT Newswires' After Hours Watch List: AMZN, LNKD, BIOC, NPTN",04-28-16
"AMZN, Q1, Operating Metrics Released",04-28-16
"Amazon Beats Expectations as First Quarter Revenue Soars, Web Services Segment Posts Fastest Growth",04-29-16
"US Equities Futures Edge Lower Ahead of Personal Spending, Consumer Sentiment Data",04-29-16
US Stock Futures Slip Deeper Into Red Closer to Open on Disappointing Data,04-29-16
Sector Update: Consumer Stocks Mainly Unchanged Pre-Bell,04-29-16
"Game of Numbers: Complementary Research on Xerox, Amazon.com, Trinity Industries, Tyco International, and Nielsen N.V.",04-29-15
Amazon rattles trucking and logistics sectors,04-29-19
"--Analyst Actions: Mizuho Reaffirms Buy on Amazon, Raises PT to $810 from $685",04-29-16
"--Analyst Actions: RBC Capital Maintains Outperform on Amazon, Boosts PT to $800 from $715 - Shares Jump 10%",04-29-16
"--Analyst Actions: Credit Suisse Maintains Outperform on Amazon, Raises PT to $880 from $800",04-29-16
"S&P 500 Movers: Stericycle Plummets 21%, Leads Losers; Monster Beverage Jumps 12%",04-29-16
Apparel 2.0: Here comes on-demand manufacturing,04-29-17
Amazon creating 400 HQ jobs this year,04-29-19
"Mid-Day Update: U.S. Stocks Decline, Led by Technology and Healthcare Sectors After Weak Earnings",04-29-16
Montlake Romance to Publish International Bestselling Author Sylvia Day,04-29-19
Amazon Undercutting Market Prices with New Digital Freight Brokerage Platform,04-29-19
Close Update: U.S. Stocks Head for Weekly Loss Amid Apple's Woes,04-29-16
"After Hours Watch List Scorecard: AMZN, LNKD, BIOC, NPTN",04-29-16
"Tech, Health Care Drag S&P 500 to 1.26% Decline This Week; Energy Stocks Offset Larger Loss Following 5% Gain for Crude Oil",04-29-16
"Walmart Agrees to Sell Its UK Unit Asda to Local Rival Sainsbury's to Compete With Discounters, Amazon",04-30-18
Amazon Canada Announces Record Sales for Canadian Small and Medium-Sized Businesses in 2018,04-30-19
Amazon Expands Denver Tech Hub and Announces Plans to Create 400 New Tech Jobs,04-30-19
Amazon adding 400 tech jobs in Denver,04-30-19
"Amazon Announces Plans to Expand Vancouver Tech Hub and Create 3,000 High Tech Jobs",04-30-18
Amazon testing Uber Freight competitor,04-30-19
"Amazon Smart Home founder leaves company, plans to ""goof off""",04-30-18
Amazon will add 3K high-tech jobs during Canadian expansion,04-30-18
"Amazon.com Expands Denver, Co. Tech Hub, Plans to Add 400 Tech Jobs",04-30-19
AWS Announces General Availability of Amazon Managed Blockchain,04-30-19
"Amazon Reveals Top 10 Most Entrepreneurial States: Utah Takes the Top Spot with California, New York, Colorado and New Jersey in the Top 5",05-01-18
Amazon Expands Grocery Delivery from Whole Foods Market to Thirteen Metros,05-01-19
"Amazon Reveals Top 10 States with the Fastest-Growing Small and Medium-Sized Businesses: Mississippi, Nebraska, and Maine Top the List",05-01-19
New Middle East marketplace for Amazon,05-01-19
Analyst Actions: Apple Initiated by DA Davidson Institutional Equity Research at Buy With $220 Price Target,05-01-18
"Amazon Announces Plans to Expand Boston Tech Hub and Create an Additional 2,000 Technology Jobs",05-01-18
Sabre Joins Amazon To Provide Travel Information Services,05-01-18
Sector Update: Technology Stocks Higher in Pre-Market; Intelsat Falls on Wider-Than-Expected Q1 Loss,05-01-18
Oath Selects AWS as Its Preferred Public Cloud Provider,05-01-18
Gabourey Sidibe Performs This is Just My Face: Try Not to Stare for Audible,05-01-17
"Amazon roundup: Kid book box, mobile game prize, Boston expansion",05-01-18
"Amazon Gives Prime to Every Household in Manchester-by-the-Sea, Massachusetts As Academy Award Winning Film Comes to Prime Video",05-01-17
"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Announces Investigation of KBR, Inc. (KBR)",05-01-17
"Amazon to Boost Alexa-Focused Workforce With 2,000 Jobs in Boston Expansion",05-01-18
The Information: Amazon employees forfeit stock at higher rates,05-01-18
Amazon warehouses far from full automation,05-01-19
Sector Update: Slim Advance for Tech Stocks,05-01-18
Tech group wants Pentagon explanation on cloud contract's one winner,05-01-18
More Prime perks at Whole Foods,05-02-18
Amazon makes offer for India's Flipkart,05-02-18
Market Chatter: Amazon.com Reportedly Makes Formal Offer for 60% Stake in India's Flipkart,05-02-18
"Amazon Studios Secures Producing Deals with Bona Fide Productions, Killer Films and Le Grisbi Productions",05-02-17
Amazon Original Kids Series Dino Dana Premieres May 26 on Prime Video in the US and UK,05-02-17
PowerShares QQQ Trust ETF (QQQ) April Summary,05-02-18
Verizon's Oath doubles down on AWS,05-02-18
Season Two of Amazon Prime Original Goliath Premieres on June 15 on Prime Video,05-02-18
Market Chatter: Amazon.com Invests in TrackR to Boost Virtual Assistant Alexa: Reuters,05-02-16
Market Chatter: Amazon.com to Offer More Whole Foods Benefits for Prime Subscribers,05-02-18
Payment processors lower on Amazon Pay report,05-02-18
Close Update: Wall Street Bounces Back as Manufacturing Slows and Dollar Slumps,05-02-16
Wall Street Rises Monday as Bargain Hunting Brings Investors Back to FANG Stocks,05-02-16
Sinclair has $10B-plus deal to acquire former Fox sports nets - WSJ,05-02-19
Berkshire takes stake in Amazon,05-02-19
Market Chatter: Amazon.com Shares Added by Berkshire Hathaway,05-02-19
Equinix First-Quarter Adjusted Earnings Projected Lower on Year Despite Higher Expected Revenue,05-03-16
Amazon Introduces First-Ever Small Business Impact Report – Analysis Reveals New Information about the More Than One Million U.S.-Based Small and Medium-Sized Businesses Selling on Amazon,05-03-18
"Amazon's Reported Foray Into Merchant Processing Neutral For Space, Wedbush Says",05-03-18
Integrating Artificial Intelligence (AI) With Social Media Generating Lucrative Market Opportunities,05-03-18
Amazon FreeTime Now Available on Android Phones and Tablets,05-03-17
Mahershala Ali’s Performance of Free State of Jones Now Available at Audible,05-03-16
Google Assistant can now control over 5K smart home devices,05-03-18
"Amazon launches in-Skill purchases, 3D scan project for better clothing fit",05-03-18
IMDbPro and Box Office Mojo Reveal the Top-Grossing Films in April 2019 and the Most Anticipated Films Opening in May,05-03-19
Sector Update: Consumer Discretionary Stocks Posting Outsized Advance,05-03-19
Amazon halts Seattle building awaiting council tax vote,05-03-18
"Market Chatter: Google Testing New Shopping Feature on YouTube, Plans to Rebrand Google Express",05-03-19
Sector Update: Consumer Stocks Outpacing Most Sectors,05-03-19
Amazon.com cuts AWS prices by up to 21%,05-03-17
"Shares End Higher as April Job Growth Easily Beat Views, Unemployment Rate Falls",05-03-19
Flipkart clears $15B stake sale to Walmart,05-04-18
Integrated Payment Services are Revolutionizing the Consumer Buying Experience,05-04-17
Market Chatter: Target Just Firmer on Plans to Crack Down on Suppliers,05-04-16
Amazon Gets EU OK on Commitments to Revise E-Book Contracts,05-04-17
Amazon has trillion dollar potential,05-04-16
"BetterInvesting Top 100, Reflecting the Portfolios of Main Street Investors, Rises in April and Gains 13.2 Percent Annually for Past Five Years",05-04-17
Close Update: Stocks Rally Back From Labor Market Report,05-04-18
Amazon.com's Bezos sells $941M worth of stock to fund space firm,05-04-17
Wal-Mart preps Amazon Dash rival?,05-05-17
Pre-Market Briefing: US Equities Futures Near Unchanged; April Employment Data on Tap,05-05-17
Amazon.com CEO Bezos Sells $941 Mln Worth of Stock,05-05-17
Atlas Air Worldwide Announces Agreement with Amazon To Provide Air Transport Service,05-05-16
All-in-One Digital Wallets Offer Advanced Personal Security & Convenience as Consumers Become More Familiar with Mobile Payments,05-05-15
Amazon.com Launches First-Ever Summer Toy List Featuring the Best Toys and Games for Summer Fun,05-05-16
Prime Instant Video Takes Flight: Amazon and JetBlue to Bring an Unmatched Entertainment Experience to the Sky,05-05-15
