id,saleprice,overall_qual,year_built,year_remod/add,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,garage_area
535,152000,7,2006,2006,1141.0,1141,1141,2.0,484.0
2019,132000,7,1929,2001,832.0,854,854,1.0,576.0
2655,120000,6,1945,1950,770.0,885,1182,1.0,378.0
2391,338500,9,2005,2006,1606.0,1625,2091,3.0,521.0
154,105000,4,1920,1994,576.0,985,985,1.0,676.0
999,175000,7,1996,1997,729.0,729,1446,2.0,406.0
1400,192000,7,1977,1977,1160.0,1156,2022,2.0,505.0
2807,195000,7,2004,2005,847.0,847,1948,2.0,434.0
516,210000,8,2008,2008,768.0,786,1590,2.0,676.0
1753,211000,7,2003,2003,847.0,847,1948,2.0,434.0
734,128000,4,1936,1950,672.0,757,1324,1.0,240.0
1209,180500,6,1964,1964,1425.0,1425,1425,2.0,576.0
1994,90000,5,1900,1950,662.0,1422,2337,2.0,560.0
1901,138500,5,1940,1996,822.0,908,908,1.0,512.0
2413,169985,7,2006,2006,738.0,738,1492,2.0,440.0
2630,146000,5,1961,1961,1150.0,1150,1150,1.0,288.0
1428,228000,7,1993,1993,1080.0,1080,2097,2.0,678.0
1271,159000,5,1959,1959,1256.0,1256,1256,2.0,311.0
2464,266000,8,2006,2006,1095.0,1095,1939,2.0,1053.0
2653,139000,5,1924,1950,816.0,816,1566,1.0,450.0
1505,91900,4,1955,1955,784.0,784,784,2.0,0.0
2110,212999,8,2006,2006,1489.0,1500,1500,2.0,674.0
2386,326000,9,2004,2005,1833.0,1850,1850,3.0,772.0
1086,179000,6,2004,2004,789.0,813,1515,2.0,393.0
1574,294000,8,2006,2007,1518.0,1537,1537,3.0,788.0
406,97000,6,1972,1972,483.0,483,987,2.0,288.0
2757,239799,7,2006,2006,1391.0,1391,1962,2.0,868.0
2559,161000,5,1961,1990,1251.0,1433,1433,2.0,441.0
1469,136500,6,2003,2003,848.0,848,848,2.0,420.0
407,118000,6,1972,2007,483.0,483,987,1.0,264.0
2300,129500,4,1982,2006,845.0,845,845,2.0,360.0
731,205000,7,1925,2007,952.0,952,1548,2.0,672.0
2230,200624,6,1957,1975,2035.0,2515,2515,4.0,484.0
1688,322400,8,2006,2007,1694.0,1694,1694,2.0,856.0
880,293200,8,2007,2007,1578.0,1602,1602,3.0,810.0
1074,266000,9,2005,2005,1684.0,1684,1684,2.0,564.0
771,172500,6,1978,1978,918.0,918,1683,2.0,440.0
724,124900,5,1890,1996,1088.0,1188,1869,1.0,456.0
730,149000,6,1923,1950,1022.0,1432,1432,1.0,216.0
273,185500,7,2004,2004,1414.0,1414,1414,2.0,494.0
2793,220000,8,2002,2002,1348.0,1358,1358,2.0,418.0
1789,225000,8,2007,2007,1496.0,1496,1496,2.0,474.0
1900,124000,6,1950,1950,932.0,932,932,1.0,306.0
677,92900,3,1950,1950,0.0,1040,1040,2.0,400.0
747,126500,5,1925,1950,1072.0,1072,1072,2.0,1184.0
1038,111250,4,1972,1972,864.0,864,864,1.0,576.0
1763,248000,8,2000,2000,969.0,997,2285,2.0,648.0
1283,136870,5,1963,1963,1117.0,1117,1117,1.0,264.0
2803,133000,6,2003,2003,848.0,848,848,2.0,420.0
1927,135000,5,1956,1956,1048.0,1048,1048,2.0,286.0
1036,111900,4,1969,1969,936.0,936,936,1.0,288.0
1237,140000,5,1962,1980,931.0,1283,1283,2.0,506.0
1375,134432,4,1959,1959,0.0,1120,1588,2.0,680.0
1643,455000,10,2006,2007,1742.0,2042,2042,3.0,724.0
2453,290000,8,1994,1994,1165.0,1203,2526,3.0,844.0
2129,235500,7,1999,1999,988.0,988,1873,2.0,597.0
2640,156500,6,1900,2004,780.0,940,1416,1.0,400.0
2437,172400,6,2000,2000,953.0,953,1664,2.0,460.0
1123,182000,7,2007,2008,1428.0,1428,1428,2.0,480.0
2398,372397,9,2005,2006,1792.0,1792,1792,3.0,925.0
1420,260000,6,1995,2002,1077.0,1093,2814,2.0,614.0
2693,72000,5,1919,1950,610.0,819,819,1.0,0.0
1370,82375,3,1915,1950,536.0,808,1344,2.0,0.0
392,158000,6,1972,1972,689.0,1378,2119,2.0,583.0
1351,127000,5,1948,2001,672.0,1072,1285,2.0,240.0
246,270000,7,1987,1987,1433.0,1433,1433,2.0,528.0
802,316600,8,1983,2009,1496.0,1496,2132,2.0,612.0
1404,177000,6,1959,2006,1019.0,1357,1357,2.0,312.0
803,271900,7,1990,1991,2158.0,2196,2196,2.0,701.0
1595,115000,5,1976,1976,264.0,616,1304,1.0,336.0
1319,122000,8,1872,1987,684.0,938,2358,2.0,0.0
2231,315000,8,1986,1986,279.0,2726,2726,2.0,691.0
2162,213500,7,2006,2006,939.0,939,1797,2.0,639.0
2622,109500,5,1950,1950,0.0,1040,1040,1.0,625.0
1300,115000,5,1948,1950,789.0,789,789,1.0,250.0
2505,176400,7,2004,2004,1143.0,1143,1143,1.0,588.0
582,185750,6,1968,1968,1489.0,1489,1489,2.0,462.0
1458,230000,8,1999,2000,1004.0,1004,1852,2.0,660.0
281,90000,4,1958,1958,960.0,960,960,1.0,0.0
2298,129500,5,1970,1970,768.0,768,768,2.0,624.0
2580,153000,6,1956,1994,1124.0,1124,1124,2.0,353.0
568,173733,6,2009,2009,612.0,612,1224,2.0,528.0
1807,146000,6,2006,2007,1100.0,1100,1100,1.0,0.0
129,172500,6,1949,1950,782.0,1019,1556,2.0,470.0
2294,188000,6,1977,1977,1244.0,1356,1356,4.0,528.0
1860,181500,6,1976,1976,1262.0,1262,1262,2.0,460.0
839,212000,7,1996,1996,799.0,827,1661,3.0,550.0
2349,188900,7,1978,1978,945.0,945,1857,2.0,482.0
1903,64500,3,1946,1950,666.0,666,666,1.0,0.0
234,230000,6,1978,1992,1117.0,1117,1981,3.0,522.0
2172,122000,5,1925,1950,901.0,901,1351,2.0,576.0
2588,133500,5,1956,1956,1005.0,1005,1005,1.0,319.0
1289,256000,6,1920,1950,1510.0,1584,2792,2.0,520.0
1596,129500,5,1976,1976,550.0,925,1475,2.0,336.0
264,318000,8,2003,2003,1978.0,1978,1978,3.0,850.0
451,255900,8,2006,2006,1598.0,1606,1606,2.0,871.0
536,143500,6,2004,2004,1158.0,1158,1158,1.0,0.0
43,259000,8,2005,2006,1822.0,1822,1822,2.0,678.0
2223,217000,6,1953,1953,1809.0,2259,2259,3.0,450.0
2009,210000,6,1923,1950,1065.0,915,1635,1.0,440.0
394,148500,5,1970,1970,1002.0,1002,1002,2.0,902.0
1738,156932,6,2006,2007,616.0,616,1412,2.0,432.0
1196,145000,5,1965,1965,1728.0,1728,1728,2.0,576.0
828,200000,7,2007,2007,1282.0,1290,1290,3.0,662.0
1694,450000,10,2005,2006,1994.0,2046,2046,3.0,878.0
571,172500,6,1999,1999,729.0,742,1471,2.0,440.0
1192,240000,6,1974,1997,1522.0,1548,2614,2.0,624.0
1806,340000,8,2004,2005,1580.0,1580,2466,3.0,610.0
962,201000,8,2007,2007,1466.0,1466,1466,2.0,610.0
2142,122000,5,1975,1975,969.0,969,969,1.0,440.0
1648,213000,7,1978,1985,1529.0,1664,1664,3.0,663.0
618,175000,6,1967,1967,1680.0,1691,1691,2.0,550.0
2108,195400,7,2007,2007,1208.0,1208,1208,3.0,628.0
772,113500,5,1967,1967,1052.0,1052,1052,1.0,668.0
2672,140200,6,1939,1950,972.0,972,1577,1.0,312.0
2492,116000,5,1968,1968,882.0,909,909,1.0,294.0
2903,359900,9,2005,2006,1838.0,1838,1838,3.0,682.0
2783,157500,6,1977,1977,675.0,686,1388,1.0,317.0
786,190000,5,1955,1993,1617.0,1867,1867,2.0,303.0
740,100000,5,1924,1950,1145.0,1301,1301,1.0,440.0
2546,160000,6,1964,1964,1251.0,1251,1251,2.0,461.0
851,203000,7,2002,2001,1431.0,1444,1444,3.0,577.0
1833,302000,8,1990,1990,1453.0,1453,2810,2.0,750.0
76,143000,6,1980,1980,923.0,923,923,2.0,264.0
2151,267000,8,1998,1999,1028.0,1210,2452,2.0,683.0
1880,103000,4,1964,1964,0.0,1224,1224,2.0,530.0
2907,153500,6,1998,1998,1237.0,1337,1337,3.0,405.0
1831,171000,5,1975,1981,1390.0,1701,1701,3.0,611.0
2836,107000,4,1924,1950,1093.0,1093,1669,1.0,288.0
1955,128500,6,1968,1968,952.0,952,952,2.0,288.0
1926,116000,5,1957,1957,922.0,922,922,2.0,308.0
2924,160000,5,1977,1977,1126.0,1126,1126,3.0,484.0
1003,180000,8,1992,1992,1280.0,1280,1280,2.0,506.0
1667,133000,5,1970,2002,914.0,914,914,1.0,368.0
2905,215000,7,1997,1997,1288.0,1368,1368,4.0,784.0
921,177500,6,1942,1950,771.0,753,1494,1.0,213.0
1780,215000,8,2006,2006,1524.0,1534,1534,2.0,484.0
746,150000,5,1938,1950,952.0,994,1582,2.0,250.0
254,320000,7,1990,1990,1673.0,1699,3222,4.0,594.0
606,167000,6,1964,1964,1516.0,1516,1516,1.0,472.0
2703,125000,5,1935,1950,0.0,1032,1032,1.0,260.0
1306,65000,3,1949,1992,448.0,1588,1588,2.0,0.0
2102,200141,7,2007,2007,1316.0,1316,1316,2.0,440.0
1784,235876,7,2007,2007,1528.0,1528,1528,3.0,480.0
941,123000,5,1900,1993,760.0,928,2168,2.0,576.0
2699,137500,5,1951,1951,806.0,1081,1422,2.0,288.0
2127,123600,4,1994,1995,990.0,990,990,2.0,0.0
2607,160000,6,1965,1965,1088.0,1324,1324,2.0,440.0
1754,181000,6,2000,2000,924.0,948,1690,2.0,463.0
1367,125000,5,1955,1995,825.0,825,825,2.0,720.0
580,154000,6,1968,1968,727.0,829,1556,1.0,441.0
341,231000,6,1993,1994,1152.0,1152,1797,3.0,616.0
26,142000,5,1968,1968,1056.0,1056,1056,2.0,304.0
2884,375000,8,2005,2006,1573.0,1778,1778,4.0,495.0
28,115000,4,1971,1971,864.0,864,864,1.0,0.0
531,185000,7,2004,2005,1221.0,1221,1221,3.0,400.0
2189,108500,6,1920,1995,660.0,740,865,2.0,216.0
2508,147400,7,2005,2005,600.0,520,1223,2.0,480.0
573,156000,7,1999,1999,691.0,713,1452,3.0,506.0
1363,120000,5,1915,1978,880.0,880,1308,2.0,400.0
487,167000,7,2004,2004,384.0,744,1374,2.0,400.0
1083,191000,7,2005,2006,1346.0,1504,1504,2.0,437.0
1620,161500,6,1997,1997,384.0,754,1384,2.0,390.0
1929,130000,5,1955,1975,1204.0,1411,1411,1.0,310.0
1820,132500,5,1963,1963,970.0,970,970,2.0,624.0
1398,144000,5,1970,1970,864.0,904,904,1.0,912.0
2177,141000,5,1979,1979,0.0,1100,2233,2.0,579.0
2144,117000,4,1972,2006,385.0,875,875,1.0,728.0
2697,84500,6,1935,1982,520.0,520,754,2.0,0.0
1403,256000,4,1954,1994,1364.0,1663,1663,2.0,529.0
596,117500,5,1965,1965,925.0,925,925,1.0,429.0
922,160000,5,1940,1950,728.0,976,1308,2.0,256.0
2065,187000,5,1956,1998,1240.0,1375,1375,2.0,323.0
1710,350000,8,2003,2003,1317.0,1217,2385,3.0,818.0
1034,133000,5,1974,1974,896.0,896,1792,2.0,480.0
1057,417500,8,2007,2007,2418.0,2464,2464,3.0,650.0
470,175900,7,2007,2007,1386.0,1569,1569,2.0,660.0
819,323262,9,2009,2009,1555.0,1680,1680,2.0,1138.0
2160,185000,7,2003,2003,1337.0,1337,1337,3.0,531.0
2552,129800,6,1934,1950,816.0,816,816,2.0,240.0
41,220000,7,2005,2005,1541.0,1541,1541,2.0,532.0
742,133000,4,1935,1995,884.0,989,1573,1.0,240.0
686,133500,4,1949,1996,832.0,832,1461,2.0,384.0
314,170000,6,1976,1976,1958.0,2048,2048,3.0,776.0
1630,168000,6,1993,1994,903.0,910,1642,2.0,392.0
191,140750,6,1922,1994,738.0,868,1470,1.0,624.0
1626,204000,6,1999,2003,938.0,957,2299,3.0,482.0
59,222500,7,2001,2001,884.0,884,2035,2.0,434.0
2632,134500,5,1962,1962,925.0,999,999,2.0,300.0
1835,214000,8,2004,2004,1378.0,1378,1378,3.0,540.0
2675,119900,5,1939,1950,793.0,793,1118,2.0,410.0
1503,118000,4,1955,1955,1440.0,1440,1440,2.0,0.0
1963,135000,5,1960,2002,1010.0,1134,1134,1.0,254.0
1352,207000,6,1923,2000,833.0,1053,1848,1.0,370.0
1519,136500,6,1925,1950,1181.0,1390,1694,2.0,576.0
1305,107900,4,1954,2000,901.0,901,901,1.0,281.0
2014,126000,6,1938,1950,861.0,861,1409,2.0,528.0
1,215000,6,1960,1960,1080.0,1656,1656,2.0,528.0
1052,426000,10,2007,2008,1682.0,1742,2332,3.0,846.0
622,147000,5,1950,2007,1113.0,1113,1113,1.0,264.0
913,147500,6,1916,2000,816.0,1232,1232,1.0,440.0
1058,383000,9,2007,2007,1950.0,1950,1950,3.0,706.0
2348,241500,7,1988,1988,1845.0,1872,1872,2.0,604.0
1527,147500,6,1914,1995,676.0,676,1264,1.0,400.0
1011,355000,8,2005,2005,1168.0,1168,2500,3.0,683.0
1332,109500,5,1924,1950,784.0,784,784,2.0,0.0
709,45000,2,1940,1950,0.0,612,612,1.0,308.0
209,244400,7,1940,1950,1032.0,1207,2403,2.0,349.0
619,167000,6,1953,1953,1416.0,1644,1644,2.0,418.0
2150,200000,7,2002,2002,860.0,860,1729,2.0,542.0
2704,80000,5,1936,1950,830.0,879,879,1.0,180.0
2839,115000,5,1955,1990,864.0,864,864,2.0,572.0
1242,139000,6,1956,1956,1196.0,1196,1196,2.0,297.0
2714,149500,6,1978,1978,672.0,672,1400,1.0,440.0
799,108000,4,1940,1950,755.0,755,1510,2.0,296.0
1260,106250,4,1900,2000,0.0,694,1294,2.0,0.0
2107,194000,7,2006,2006,1240.0,1240,1240,2.0,826.0
2486,129500,5,1962,1962,988.0,988,988,2.0,624.0
1911,126000,5,1968,1968,1560.0,1560,1560,2.0,792.0
896,120000,5,1950,1950,1078.0,1368,1368,2.0,195.0
272,213000,7,2004,2005,1473.0,1484,1484,3.0,606.0
2521,190000,8,1980,1980,1226.0,1226,1226,2.0,484.0
2324,183500,6,1993,1994,1160.0,1169,1169,2.0,402.0
1953,172000,7,1963,1999,725.0,1035,1651,2.0,276.0
887,100000,4,1938,1958,816.0,816,816,2.0,288.0
1479,218836,7,2007,2007,1564.0,1564,1564,2.0,814.0
1317,163000,6,1905,2000,482.0,1221,1912,2.0,672.0
1750,206580,7,2006,2006,1510.0,1525,1525,2.0,534.0
2815,163990,6,2005,2006,728.0,728,1456,2.0,390.0
2692,116500,5,1910,2004,396.0,665,1330,1.0,390.0
1090,188000,7,2002,2003,840.0,840,1720,2.0,400.0
1912,175000,5,1966,1966,793.0,1280,1280,2.0,432.0
1634,182000,8,1988,1988,1166.0,1179,1179,3.0,480.0
1974,103000,5,1926,1980,850.0,960,960,1.0,576.0
1764,466500,10,2001,2002,2633.0,2633,2633,3.0,804.0
634,149500,6,1959,1998,988.0,988,988,3.0,297.0
1683,142500,7,1978,1978,1061.0,1055,1055,2.0,319.0
2199,136500,5,1926,1950,1290.0,1422,1422,1.0,352.0
2789,137000,6,1993,1994,630.0,630,1320,2.0,484.0
1018,226500,7,1988,1988,1675.0,1688,1688,3.0,528.0
14,171500,7,1990,1990,1300.0,1341,1341,2.0,506.0
2782,132500,5,1976,1976,911.0,954,954,1.0,576.0
2626,87500,3,1949,1950,0.0,1040,1040,2.0,400.0
1175,223000,7,2001,2001,858.0,872,1789,3.0,546.0
1232,174000,6,1962,2005,1319.0,1537,1537,2.0,462.0
2590,142000,5,1951,1991,884.0,884,884,2.0,270.0
2463,232600,8,2006,2006,1489.0,1489,1489,2.0,776.0
2358,181000,6,1974,1999,1040.0,1309,1309,2.0,484.0
2911,151400,6,1973,1973,942.0,1291,2521,3.0,576.0
1699,250000,8,2006,2006,1626.0,1634,1634,2.0,866.0
115,196500,7,1988,1988,980.0,980,1714,2.0,496.0
1998,185000,7,1879,1987,819.0,1312,2454,2.0,576.0
589,113000,6,1969,1969,1216.0,1216,1216,2.0,336.0
1641,392000,8,2007,2007,1419.0,1419,1419,3.0,567.0
2821,127500,6,1975,1975,945.0,980,980,2.0,0.0
1846,177000,6,2000,2000,756.0,769,1573,2.0,440.0
1805,265000,6,2004,2004,1158.0,1158,2443,2.0,744.0
1853,312500,8,1998,1998,1220.0,1220,2362,3.0,1105.0
564,275000,8,1980,1980,2014.0,2014,2014,3.0,864.0
1771,290000,7,1995,1995,1203.0,1214,2520,2.0,721.0
90,169000,6,1974,2002,1208.0,1494,1494,3.0,461.0
2684,89000,5,1921,1950,616.0,616,616,1.0,205.0
13,180400,6,1998,1998,789.0,789,1465,2.0,393.0
445,284000,8,2003,2004,3206.0,1629,1629,3.0,880.0
1914,114500,5,1958,1958,912.0,912,912,1.0,275.0
2811,212900,7,2005,2006,1552.0,1552,1552,2.0,782.0
850,187100,7,2001,2002,1413.0,1430,1430,2.0,605.0
1844,176000,6,1999,1999,729.0,729,1458,2.0,440.0
2225,215000,6,1968,1968,1488.0,1488,1488,2.0,552.0
1477,185900,7,2004,2004,770.0,770,1582,2.0,520.0
399,120500,4,1970,1970,864.0,864,864,1.0,660.0
2431,192140,5,2005,2005,732.0,734,1838,2.0,372.0
1605,130500,5,1982,2008,816.0,816,816,1.0,264.0
897,98000,4,1945,1950,0.0,1088,1529,2.0,240.0
1426,475000,9,2008,2008,2271.0,2276,2276,3.0,1348.0
2240,67000,5,1920,1950,961.0,1077,1077,1.0,338.0
1706,325624,8,2007,2007,1582.0,1610,2161,2.0,789.0
2252,245000,7,2002,2002,1409.0,1409,1409,2.0,576.0
1136,159000,5,2004,2004,1114.0,1114,1114,2.0,576.0
1877,156000,5,1965,1965,1073.0,1073,1073,2.0,515.0
424,555000,10,2008,2008,3094.0,2402,2402,3.0,672.0
1182,162500,6,1984,1984,1232.0,1232,1232,2.0,516.0
2750,224500,6,1993,1993,1344.0,1440,1440,4.0,920.0
1016,133000,6,1950,1950,1488.0,1488,1488,2.0,738.0
2436,180000,7,2003,2003,783.0,807,1509,2.0,393.0
1607,134500,5,1982,2005,845.0,845,845,1.0,264.0
2337,438780,10,2006,2006,1410.0,1426,2945,3.0,641.0
1233,165000,6,1962,1962,1099.0,1431,1431,1.0,296.0
419,100000,5,1967,1967,892.0,892,892,1.0,288.0
633,176000,7,1960,1960,1329.0,1329,1329,1.0,441.0
2722,170000,5,1955,1974,1763.0,1779,1779,2.0,454.0
469,174000,7,2007,2007,1373.0,1555,1555,2.0,660.0
1365,127000,6,1925,1950,768.0,788,1236,3.0,384.0
1098,185900,7,1999,1999,831.0,873,1651,2.0,450.0
711,91300,5,1938,1996,190.0,886,886,1.0,273.0
2808,200000,6,2003,2003,1682.0,1700,1700,3.0,544.0
1959,143000,6,1949,1950,1040.0,1168,1846,2.0,315.0
2720,172500,5,1958,1958,1052.0,1252,1920,3.0,451.0
2170,110000,4,1963,1963,1088.0,1088,1088,1.0,520.0
603,140000,4,1957,1957,1040.0,1362,1362,2.0,768.0
2113,176432,6,2006,2006,1314.0,1314,1314,2.0,440.0
1146,179200,6,1991,1991,1278.0,1294,1294,3.0,496.0
2105,203000,7,2005,2007,1274.0,1274,1274,3.0,508.0
1786,248328,7,2007,2007,1689.0,1689,1689,2.0,954.0
961,316500,9,2008,2008,1641.0,1641,1641,3.0,885.0
1405,125600,7,1948,1950,570.0,617,1079,1.0,249.0
1324,110000,5,1959,1959,984.0,984,984,2.0,308.0
1986,108500,4,1920,1950,960.0,960,960,1.0,308.0
307,55993,5,1952,1952,540.0,1044,1044,1.0,504.0
180,129000,5,1948,2009,1027.0,1027,1633,1.0,240.0
2896,176000,6,1987,1987,1112.0,1137,1137,3.0,551.0
668,154000,6,1963,1963,1380.0,1380,1380,1.0,364.0
1582,180000,6,1986,1986,1256.0,1256,1256,2.0,578.0
2285,134000,5,1976,1976,1142.0,1142,1142,2.0,528.0
2079,243000,6,1950,2001,1202.0,2158,2158,3.0,576.0
2272,270000,8,2002,2003,1616.0,1629,1629,3.0,808.0
2250,134000,6,1983,1983,1084.0,1080,1080,1.0,484.0
502,260000,7,1993,1993,1347.0,1372,2646,3.0,656.0
2166,168675,7,2006,2006,738.0,738,1491,2.0,484.0
1622,160000,6,1994,1994,392.0,924,1694,2.0,398.0
1299,95000,5,1890,1996,684.0,684,1080,1.0,0.0
832,173000,6,2005,2006,704.0,704,1422,2.0,440.0
2470,187750,7,2006,2006,1293.0,1301,1301,3.0,572.0
1017,215000,7,1986,1991,791.0,1236,2093,2.0,542.0
1384,120000,5,1967,1967,1073.0,1073,1073,1.0,270.0
1790,249000,7,2005,2006,1494.0,1506,1506,3.0,672.0
2530,164500,7,1967,1967,1334.0,1334,1334,3.0,477.0
2893,230000,7,1986,1986,0.0,1295,1295,2.0,312.0
2027,140000,7,1929,1990,672.0,672,1344,2.0,456.0
683,118900,5,1952,1952,732.0,732,732,2.0,240.0
823,239900,8,2008,2008,1468.0,1468,1468,2.0,904.0
2374,146300,6,1975,1975,1069.0,1069,1069,2.0,440.0
1594,124000,5,1975,1975,1040.0,1040,1040,1.0,499.0
2049,130000,5,1963,1963,925.0,999,999,2.0,308.0
1813,179000,7,2000,2001,1349.0,1349,1349,2.0,539.0
365,180500,7,1990,1990,1424.0,1442,1442,2.0,500.0
176,80000,4,1945,1950,747.0,747,747,1.0,220.0
510,287090,8,2008,2009,1573.0,1578,1578,2.0,840.0
1326,97000,5,1956,1956,0.0,882,882,1.0,308.0
2423,246990,7,2002,2002,1368.0,1511,1511,3.0,398.0
1631,154204,6,1964,1964,1302.0,1128,1128,2.0,480.0
1263,186000,7,1958,2001,1312.0,1312,1312,1.0,495.0
1046,111750,5,1972,1972,630.0,630,1302,2.0,264.0
47,500000,9,2003,2004,2846.0,2696,2696,3.0,958.0
1424,177439,7,2007,2007,628.0,628,1356,2.0,484.0
429,335000,9,2008,2008,1104.0,1130,2184,3.0,836.0
1031,205000,7,1976,1976,803.0,1098,1964,2.0,483.0
1635,212000,8,1990,1990,1312.0,1321,1321,2.0,484.0
309,246000,8,2004,2005,1594.0,1646,1646,3.0,525.0
1020,181900,7,1983,1983,1260.0,1260,1260,3.0,598.0
178,130000,5,1929,2001,926.0,926,1316,2.0,484.0
1975,132000,5,1910,2002,264.0,768,1432,2.0,360.0
2096,220000,7,1994,2001,779.0,1029,1958,3.0,499.0
865,236500,8,2001,2001,1753.0,1788,1788,2.0,522.0
385,263435,8,2009,2009,832.0,832,1935,3.0,552.0
1362,141000,6,1938,1958,1272.0,1272,1969,2.0,400.0
1091,213000,7,2003,2003,847.0,847,1986,2.0,434.0
317,179781,7,2009,2010,1214.0,1214,1214,2.0,520.0
1076,234250,8,2006,2007,1342.0,1342,1342,3.0,550.0
1573,287000,8,1976,1976,1565.0,2898,2898,3.0,665.0
485,257500,8,2002,2002,870.0,878,2004,3.0,644.0
2021,102000,6,1926,1950,960.0,986,986,1.0,180.0
2032,139400,7,1930,1950,637.0,1108,1108,1.0,280.0
2604,105000,3,1915,1950,672.0,694,1214,1.0,936.0
1615,268000,8,1970,1970,2217.0,2217,2217,3.0,621.0
2736,274970,6,1966,1966,697.0,1575,2201,2.0,432.0
473,180000,7,2005,2006,1220.0,1220,1220,2.0,397.0
1316,161000,7,1928,2005,689.0,689,1378,2.0,360.0
244,84900,4,1946,2006,0.0,930,930,1.0,308.0
152,119000,5,1958,1958,988.0,988,988,2.0,264.0
1588,370000,8,2005,2006,1964.0,1964,1964,3.0,892.0
2111,175900,7,2005,2006,1270.0,1270,1270,2.0,524.0
813,142953,5,1979,1979,0.0,1120,2240,2.0,528.0
1854,279700,8,1994,1995,1494.0,1494,1494,2.0,478.0
2575,132000,5,1957,1957,1179.0,1364,1364,1.0,331.0
867,313000,9,2000,2000,1440.0,1476,2153,3.0,736.0
2879,108000,4,1920,1950,637.0,897,1336,1.0,570.0
1494,165400,7,2003,2004,746.0,760,1656,2.0,397.0
2771,187000,6,1995,1995,781.0,795,1499,2.0,473.0
496,403000,8,1995,1996,1462.0,1490,2794,3.0,810.0
1651,195000,6,1976,1976,848.0,1118,2030,2.0,551.0
1913,158500,6,1961,1961,1218.0,1254,1254,2.0,525.0
2790,255000,8,2002,2002,1065.0,1091,1989,3.0,586.0
1541,236500,5,1956,1956,1898.0,1898,1898,2.0,484.0
1684,129250,5,1966,1966,988.0,988,988,2.0,360.0
301,289000,7,1959,1997,1501.0,1801,1801,3.0,484.0
1569,100000,5,1976,1976,0.0,936,1872,2.0,484.0
2153,275000,8,2001,2001,1531.0,1531,2439,3.0,560.0
1467,207000,8,1999,2000,850.0,886,1764,2.0,560.0
2540,146000,5,1965,1998,864.0,1200,1200,2.0,884.0
2368,116000,6,1972,1972,494.0,494,1030,1.0,264.0
874,219500,7,1997,1998,1057.0,1057,2034,3.0,645.0
463,173000,7,2003,2003,1405.0,1405,1405,2.0,478.0
784,135000,4,1956,1956,1134.0,1229,1229,1.0,284.0
2149,213000,7,2003,2003,979.0,992,1932,3.0,610.0
2069,150000,6,1954,1995,967.0,1299,1299,1.0,494.0
1743,194201,7,2006,2007,1258.0,1402,1402,0.0,648.0
472,181000,7,2005,2006,1346.0,1504,1504,2.0,457.0
1921,157900,6,1958,1958,1442.0,1442,1442,1.0,301.0
2778,217000,7,1999,2000,951.0,951,1779,3.0,586.0
526,252000,8,2005,2006,1082.0,1082,1953,2.0,1043.0
2795,197000,7,2002,2002,872.0,872,1909,2.0,529.0
478,189500,7,2004,2005,868.0,868,1630,2.0,436.0
2841,116000,5,1918,1950,686.0,686,1250,1.0,280.0
119,143000,6,1963,1963,1328.0,1328,1328,2.0,528.0
1960,119000,5,1950,1950,876.0,988,988,1.0,276.0
1277,127500,6,1954,1954,854.0,854,1278,1.0,240.0
2466,200825,6,2005,2005,858.0,858,1716,2.0,615.0
2844,35000,2,1922,1955,498.0,498,498,1.0,216.0
1028,292500,7,1978,1978,1420.0,1420,2840,2.0,1314.0
1043,106000,6,1970,1970,483.0,483,987,1.0,280.0
231,85000,4,1927,1950,660.0,756,756,1.0,440.0
461,286500,8,2002,2003,1712.0,1712,1712,3.0,701.0
33,127500,6,1977,1977,1069.0,1069,1069,2.0,440.0
1795,210400,7,2006,2007,1335.0,1335,1335,2.0,575.0
1073,274000,8,2003,2004,1518.0,1518,1518,1.0,588.0
1576,264966,8,2007,2007,920.0,920,1780,3.0,612.0
2044,50000,4,1910,1950,771.0,866,1484,2.0,264.0
185,139000,5,1915,1950,686.0,966,1652,3.0,416.0
1828,300000,7,1990,1990,1223.0,1271,2503,3.0,564.0
344,345000,8,1972,1995,1952.0,2000,2704,3.0,538.0
2152,228000,8,1994,1995,1556.0,1592,1592,2.0,484.0
1752,165500,7,2003,2003,384.0,754,1394,2.0,400.0
2637,107000,4,1925,1950,686.0,810,1328,1.0,210.0
1000,286000,8,2001,2002,1593.0,1593,1593,2.0,682.0
727,34900,4,1920,1950,720.0,720,720,1.0,0.0
2612,115000,5,1964,1964,912.0,912,912,1.0,288.0
2422,215000,8,2003,2003,1273.0,1456,1456,2.0,400.0
752,179900,7,1915,1994,672.0,1272,1944,2.0,216.0
15,212000,8,1985,1985,1488.0,1502,1502,2.0,528.0
2319,250000,8,2005,2005,1074.0,1074,2064,2.0,527.0
2681,149000,5,1928,1950,1042.0,1042,1576,1.0,225.0
1006,188000,6,1995,1996,773.0,773,1658,3.0,431.0
2596,99800,3,1930,2001,713.0,713,713,1.0,371.0
2002,159500,7,1890,1998,718.0,1576,2554,1.0,704.0
55,184500,7,2004,2004,384.0,744,1374,3.0,400.0
2104,276000,8,2007,2007,1482.0,1482,2574,2.0,868.0
1682,155000,6,1976,1976,804.0,804,1548,3.0,440.0
977,160000,5,1969,2000,1188.0,1404,1404,2.0,504.0
